num_seats_total,mean_net_ticket_price,Dept_Date,Purchase_Date,Train_Number_All,Culmulative_sales,isNormCabin,isReturn,isOneway,Customer_Cat
1,138.468229,10/15/18,9/24/18,M,1,1,0,0,B
4,150.5170719,10/23/18,10/2/18,F,9,0,0,0,B
2,137.1821522,10/28/18,10/7/18,E,24,1,0,0,B
3,138.2436333,10/29/18,10/8/18,E,24,1,0,0,B
1,394.1590435,10/29/18,10/8/18,F,10,0,0,0,B
1,361.3136344,10/30/18,10/9/18,E,152,0,0,0,B
3,122.471803,10/31/18,10/10/18,E,38,1,0,0,B
1,136.2330095,10/31/18,10/10/18,H,51,1,0,0,B
2,187.3978157,11/5/18,10/15/18,J,8,1,0,0,B
10,116.2907983,11/6/18,10/16/18,F,34,0,1,0,B
1,303.1293183,11/7/18,10/17/18,F,4,0,0,0,B
1,146.5675582,11/10/18,10/20/18,A,27,1,0,0,B
3,136.2506695,11/13/18,10/23/18,E,41,1,0,0,B
2,215.4741192,11/14/18,10/24/18,H,4,1,0,0,B
3,304.4006544,11/17/18,10/27/18,F,9,0,0,0,B
3,420.6515187,11/19/18,10/29/18,E,8,0,0,0,B
2,305.1714122,11/22/18,11/1/18,F,3,0,0,0,B
2,259.1608105,11/23/18,11/2/18,F,16,1,0,0,B
4,247.6524515,11/26/18,11/5/18,H,42,0,0,0,B
1,247.3339283,11/27/18,11/6/18,F,10,1,0,0,B
3,257.8236889,11/30/18,11/9/18,F,15,0,0,0,B
2,257.2864304,11/30/18,11/9/18,M,20,1,1,0,B
1,396.9427436,12/4/18,11/13/18,A,2,1,0,0,B
1,248.0297429,12/11/18,11/20/18,J,4,1,0,0,B
1,335.4590845,12/13/18,11/22/18,E,2,0,0,0,B
3,126.7609324,1/11/19,12/21/18,M,39,1,1,0,B
1,137.27822,1/13/19,12/23/18,M,8,1,0,0,B
2,115.8548563,1/18/19,12/28/18,J,23,1,0,0,B
2,114.5449284,1/18/19,12/28/18,M,27,1,0,1,B
1,137.1856972,1/20/19,12/30/18,H,12,1,0,1,B
2,99.68459761,1/23/19,1/2/19,E,55,1,0,0,B
1,137.1468904,1/23/19,1/2/19,M,1,1,0,0,B
1,305.2648828,1/24/19,1/3/19,E,15,0,0,0,B
7,100.540328,2/19/19,1/29/19,E,139,1,0,0,B
3,362.9600825,2/20/19,1/30/19,H,5,0,0,0,B
5,84.59526683,2/21/19,1/31/19,E,153,1,0,0,B
2,111.1974717,2/21/19,1/31/19,M,35,1,0,0,B
2,115.9041075,2/21/19,1/31/19,H,78,1,0,0,B
1,304.8277651,2/22/19,2/1/19,L,1,0,0,0,B
1,187.8234622,2/24/19,2/3/19,H,2,1,0,0,B
1,85.07527257,2/26/19,2/5/19,J,18,1,0,0,B
2,113.9442933,2/26/19,2/5/19,H,16,1,0,0,B
4,112.6930105,2/28/19,2/7/19,E,93,1,0,0,B
3,257.2540829,3/2/19,2/9/19,E,4,1,0,0,B
5,96.04767399,3/4/19,2/11/19,M,10,1,0,0,B
1,334.8927117,3/5/19,2/12/19,H,2,0,0,0,B
4,119.6523941,3/5/19,2/12/19,H,43,1,0,0,B
1,136.2732934,3/7/19,2/14/19,F,21,1,0,0,B
1,147.9328763,3/8/19,2/15/19,F,40,1,0,0,B
1,117.3172819,3/8/19,2/15/19,A,7,1,1,0,B
1,336.9547663,3/11/19,2/18/19,F,1,0,0,1,B
1,394.9658427,3/15/19,2/22/19,M,1,1,0,0,B
1,371.5746343,3/18/19,2/25/19,A,2,0,0,0,B
1,248.2975846,3/18/19,2/25/19,A,7,1,0,0,B
1,247.6270609,3/20/19,2/27/19,E,1,1,0,0,B
1,305.9957248,3/20/19,2/27/19,H,1,0,0,0,B
2,164.3929104,3/24/19,3/3/19,F,11,0,0,0,B
1,139.1599871,3/25/19,3/4/19,A,13,1,1,0,B
1,138.3630877,3/27/19,3/6/19,F,5,0,0,0,B
1,138.1614853,3/27/19,3/6/19,J,5,1,0,1,B
1,137.0439933,3/28/19,3/7/19,H,48,1,0,0,B
1,147.673529,3/30/19,3/9/19,J,16,0,0,1,B
10,97.7512314,4/2/19,3/12/19,E,6,1,0,0,B
2,146.3457944,4/5/19,3/15/19,E,36,1,0,0,B
1,198.8476163,4/5/19,3/15/19,H,2,1,0,0,B
10,136.0869313,4/8/19,3/18/19,E,34,1,0,0,B
2,137.2958116,4/9/19,3/19/19,E,13,1,0,0,B
6,136.8305551,4/10/19,3/20/19,F,19,1,1,1,B
2,287.084629,4/10/19,3/20/19,F,2,0,0,0,B
1,146.5966644,4/12/19,3/22/19,E,5,1,0,0,B
2,415.7031816,4/16/19,3/26/19,F,4,1,0,0,B
2,636.7283157,4/22/19,4/1/19,A,7,0,0,0,B
2,318.3166755,4/24/19,4/3/19,F,1,0,0,0,B
1,197.6696439,4/26/19,4/5/19,E,18,1,0,0,B
4,257.8606966,4/27/19,4/6/19,E,22,1,0,0,B
4,122.7952305,4/29/19,4/8/19,E,12,1,0,0,B
1,305.3692484,4/30/19,4/9/19,L,1,0,0,0,B
1,136.9834982,5/2/19,4/11/19,E,17,1,0,0,B
2,309.6013426,5/6/19,4/15/19,F,5,0,0,0,B
1,137.3359396,5/6/19,4/15/19,A,10,1,0,0,B
1,384.3348727,5/8/19,4/17/19,F,2,1,1,0,B
2,130.4704477,5/9/19,4/18/19,H,6,1,0,0,B
1,206.4277826,5/21/19,4/30/19,A,1,1,0,0,B
1,192.3629128,5/23/19,5/2/19,A,2,1,1,1,B
3,175.0983183,5/27/19,5/6/19,H,5,0,0,0,B
1,384.2631922,5/28/19,5/7/19,L,1,0,0,0,B
1,306.2350755,6/3/19,5/13/19,A,2,0,0,0,B
1,305.7204591,6/10/19,5/20/19,M,1,0,0,0,B
1,186.8607045,6/11/19,5/21/19,H,16,1,0,0,B
3,185.1526875,6/18/19,5/28/19,H,14,1,0,0,B
2,100.4472345,6/27/19,6/6/19,H,80,1,0,0,B
4,266.6643374,6/28/19,6/7/19,F,4,0,0,0,B
3,98.33422487,6/30/19,6/9/19,E,92,1,0,0,B
1,131.2876422,7/2/19,6/11/19,F,15,1,0,0,B
4,111.671266,7/3/19,6/12/19,E,16,1,0,0,B
6,100.1824692,7/3/19,6/12/19,H,83,0,0,0,B
1,129.6969025,7/4/19,6/13/19,F,31,1,0,0,B
1,139.3505592,7/5/19,6/14/19,J,7,1,0,0,B
1,394.0109788,7/10/19,6/19/19,H,2,0,0,0,B
1,242.0502579,7/15/19,6/24/19,H,1,0,0,1,B
1,392.7837884,7/17/19,6/26/19,L,1,0,0,0,B
2,158.1580098,6/22/18,6/1/18,E,2,1,0,0,B
1,329.1570971,6/25/18,6/4/18,A,1,0,1,0,B
2,134.8722578,7/1/18,6/10/18,F,7,1,0,0,B
13,117.3153575,7/4/18,6/13/18,E,20,1,0,0,B
6,106.2004428,7/5/18,6/14/18,J,6,1,0,0,B
1,187.2392638,7/5/18,6/14/18,A,4,1,0,0,B
2,114.6581439,7/5/18,6/14/18,H,9,1,0,1,B
1,144.7957561,7/14/18,6/23/18,H,5,1,0,1,B
2,115.9381559,7/20/18,6/29/18,F,11,1,0,0,B
1,390.7955798,7/24/18,7/3/18,F,1,0,0,0,B
3,115.1537103,7/27/18,7/6/18,E,12,0,0,0,B
1,143.4692429,7/27/18,7/6/18,F,29,1,0,0,B
6,108.2368661,7/28/18,7/7/18,E,69,1,0,1,B
1,144.3736486,7/28/18,7/7/18,H,26,1,0,0,B
3,112.3267795,7/29/18,7/8/18,F,15,1,0,0,B
3,111.1247703,7/30/18,7/9/18,H,43,1,0,0,B
4,116.3346026,7/31/18,7/10/18,F,5,1,0,0,B
8,130.6923143,8/2/18,7/12/18,E,1,1,0,0,B
3,120.5352961,8/2/18,7/12/18,H,26,1,0,1,B
3,124.6518305,8/3/18,7/13/18,E,41,1,0,0,B
2,466.2336341,8/9/18,7/19/18,F,12,0,0,0,B
1,391.2805147,8/10/18,7/20/18,F,1,0,0,1,B
1,391.9458522,8/13/18,7/23/18,H,3,0,0,0,B
2,377.2591524,8/14/18,7/24/18,F,2,0,0,0,B
3,153.1552477,8/15/18,7/25/18,E,22,1,1,0,B
1,364.7005481,8/16/18,7/26/18,A,1,0,0,0,B
3,119.6695671,8/21/18,7/31/18,H,18,1,0,0,B
2,114.5779768,8/24/18,8/3/18,E,10,1,1,1,B
3,124.9451716,8/24/18,8/3/18,H,11,1,0,0,B
3,99.41260767,8/25/18,8/4/18,H,37,1,0,0,B
1,184.8474176,8/26/18,8/5/18,F,6,1,0,0,B
2,116.1478029,8/28/18,8/7/18,F,5,1,0,0,B
9,127.78776,9/3/18,8/13/18,E,25,1,0,0,B
2,169.1485084,9/7/18,8/17/18,E,1,1,0,0,B
2,114.1650686,9/11/18,8/21/18,E,6,1,0,0,B
1,184.3475632,9/12/18,8/22/18,F,2,1,0,1,B
1,146.6630032,9/14/18,8/24/18,E,21,1,1,0,B
1,137.6991681,9/26/18,9/5/18,A,1,1,0,0,B
4,100.4799352,9/30/18,9/9/18,H,36,0,0,0,B
1,644.7036339,10/1/18,9/10/18,J,1,0,0,0,B
1,138.929143,10/9/18,9/18/18,E,44,1,0,0,B
2,218.1597666,10/9/18,9/18/18,F,7,0,0,1,B
3,120.8072548,10/10/18,9/19/18,E,38,1,0,0,B
1,146.6970703,10/12/18,9/21/18,J,24,0,1,0,B
2,114.2840526,10/14/18,9/23/18,H,26,1,0,0,B
1,395.5469553,10/17/18,9/26/18,E,8,0,0,0,B
1,147.0482491,10/19/18,9/28/18,A,3,1,0,0,B
2,136.6459892,10/24/18,10/3/18,H,18,1,0,0,B
5,99.3130132,10/25/18,10/4/18,E,58,1,0,0,B
4,107.6818556,10/25/18,10/4/18,A,47,1,0,0,B
1,189.6318758,10/25/18,10/4/18,H,5,1,0,0,B
2,198.2345382,10/26/18,10/5/18,F,7,1,0,0,B
2,99.97487909,10/26/18,10/5/18,M,35,1,0,0,B
1,197.529721,10/26/18,10/5/18,H,6,0,0,1,B
2,188.2941675,10/29/18,10/8/18,L,9,1,0,0,B
1,247.6276383,10/29/18,10/8/18,F,1,1,1,0,B
3,137.1519599,10/29/18,10/8/18,H,23,1,0,0,B
2,471.1479003,11/2/18,10/12/18,E,2,0,1,0,B
1,394.3604566,11/3/18,10/13/18,F,2,0,0,1,B
5,107.7007083,11/6/18,10/16/18,J,46,1,0,0,B
3,136.7099117,11/7/18,10/17/18,F,11,1,1,0,B
2,380.5119135,11/9/18,10/19/18,M,3,1,0,0,B
4,100.7098068,11/10/18,10/20/18,F,7,1,0,0,B
1,138.3168865,11/11/18,10/21/18,H,30,1,0,0,B
2,101.1726199,11/12/18,10/22/18,E,40,1,0,0,B
1,364.6703733,11/13/18,10/23/18,F,6,0,0,0,B
2,248.699609,11/14/18,10/24/18,F,2,1,0,0,B
1,304.36479,11/16/18,10/26/18,H,10,0,0,0,B
2,334.3628865,11/19/18,10/29/18,F,3,1,0,0,B
1,248.6503325,11/19/18,10/29/18,H,4,0,0,0,B
2,197.882576,11/23/18,11/2/18,E,15,1,0,0,B
2,238.5359559,11/29/18,11/8/18,M,10,0,0,0,B
2,471.9042164,12/1/18,11/10/18,E,5,0,0,1,B
1,644.407378,12/2/18,11/11/18,H,1,0,0,0,B
2,394.4519756,12/4/18,11/13/18,J,3,0,0,0,B
1,305.7034096,12/6/18,11/15/18,E,20,1,0,0,B
1,468.1524297,12/27/18,12/6/18,E,4,0,0,0,B
3,303.9992872,12/28/18,12/7/18,F,12,0,0,0,B
2,416.8976922,1/2/19,12/12/18,E,1,0,0,0,B
1,469.8583904,1/3/19,12/13/18,J,2,0,0,0,B
1,196.8826026,1/4/19,12/14/18,E,31,0,1,0,B
3,123.0291623,1/7/19,12/17/18,A,20,1,0,0,B
5,247.5861186,1/7/19,12/17/18,H,6,1,1,1,B
1,188.846873,1/10/19,12/20/18,L,1,1,0,0,B
5,188.1633801,1/10/19,12/20/18,F,25,0,0,0,B
4,84.79214589,1/10/19,12/20/18,M,39,0,0,0,B
1,147.3260626,1/11/19,12/21/18,E,75,1,0,0,B
2,113.9071136,1/12/19,12/22/18,J,25,1,0,0,B
6,128.4070933,1/14/19,12/24/18,E,79,1,0,0,B
5,177.7631338,1/17/19,12/27/18,E,6,1,0,0,B
1,395.2525405,1/20/19,12/30/18,A,3,0,0,0,B
1,137.9065797,1/22/19,1/1/19,F,5,1,0,1,B
1,137.5590813,1/22/19,1/1/19,J,3,1,0,0,B
1,137.9834581,1/22/19,1/1/19,A,2,1,0,0,B
2,138.9270248,1/22/19,1/1/19,H,2,1,0,0,B
1,305.354542,1/23/19,1/2/19,E,10,0,0,0,B
2,266.9940021,1/31/19,1/10/19,L,2,1,0,0,B
2,139.2619846,2/6/19,1/16/19,M,3,1,0,0,B
11,137.3270521,2/6/19,1/16/19,H,24,1,0,1,B
2,162.9016647,2/7/19,1/17/19,H,22,1,0,0,B
1,644.825538,2/14/19,1/24/19,J,1,0,0,0,B
3,419.5554589,2/18/19,1/28/19,E,2,0,0,0,B
1,333.8551382,2/19/19,1/29/19,E,1,0,0,0,B
8,88.31180496,2/20/19,1/30/19,E,145,1,0,0,B
3,104.3792164,2/20/19,1/30/19,A,2,0,0,0,B
1,306.6027348,2/21/19,1/31/19,A,3,0,1,0,B
2,115.2384088,2/28/19,2/7/19,M,14,0,0,0,B
1,139.1268338,3/5/19,2/12/19,F,11,1,1,0,B
1,85.30385257,3/5/19,2/12/19,A,8,0,0,1,B
2,85.41617745,3/6/19,2/13/19,J,35,1,0,0,B
1,187.8118909,3/7/19,2/14/19,L,1,1,0,0,B
1,85.23508775,3/11/19,2/18/19,M,5,1,0,0,B
1,249.2457082,3/11/19,2/18/19,H,5,1,0,0,B
1,304.1944429,3/14/19,2/21/19,L,1,0,0,0,B
1,186.8039338,3/14/19,2/21/19,A,3,1,0,0,B
2,197.511323,3/15/19,2/22/19,E,129,1,0,1,B
1,395.0229649,3/19/19,2/26/19,H,2,0,0,0,B
1,257.7612299,3/23/19,3/2/19,F,15,1,0,0,B
1,304.0259069,3/23/19,3/2/19,H,5,0,0,0,B
1,138.9120094,3/26/19,3/5/19,A,2,1,0,0,B
1,304.1570146,3/26/19,3/5/19,A,1,0,0,0,B
1,305.5618443,3/26/19,3/5/19,H,2,0,0,1,B
1,137.2023727,3/28/19,3/7/19,A,10,1,0,0,B
6,148.4277131,3/29/19,3/8/19,E,88,1,0,0,B
2,92.37618633,4/2/19,3/12/19,F,36,1,0,0,B
2,138.3763399,4/3/19,3/13/19,E,2,1,0,0,B
1,148.8249639,4/5/19,3/15/19,A,19,1,0,0,B
3,146.5761217,4/6/19,3/16/19,F,34,1,0,0,B
2,303.631934,4/9/19,3/19/19,E,7,0,0,0,B
2,137.2878621,4/11/19,3/21/19,E,6,1,0,0,B
6,128.7643681,4/13/19,3/23/19,F,57,1,0,0,B
2,357.0933756,4/15/19,3/25/19,F,7,1,0,0,B
2,362.9492096,4/16/19,3/26/19,E,2,0,0,1,B
1,303.8976591,4/16/19,3/26/19,H,2,0,1,0,B
5,275.3836978,4/18/19,3/28/19,L,14,0,0,0,B
1,304.3041943,4/18/19,3/28/19,J,4,0,0,0,B
6,188.0748184,4/18/19,3/28/19,A,5,0,0,0,B
2,357.9888844,4/23/19,4/2/19,F,10,0,0,1,B
1,670.2759145,4/23/19,4/2/19,J,1,0,0,0,B
4,189.0445789,4/24/19,4/3/19,E,19,1,0,0,B
7,134.6610452,4/24/19,4/3/19,H,31,1,0,0,B
2,117.1418341,4/30/19,4/9/19,H,5,1,0,0,B
2,247.3284165,5/5/19,4/14/19,E,16,1,0,0,B
2,247.3331683,5/6/19,4/15/19,E,7,1,0,0,B
5,130.7021345,5/8/19,4/17/19,J,6,0,0,0,B
1,131.2666526,5/9/19,4/18/19,E,8,1,0,0,B
1,129.8641525,5/9/19,4/18/19,J,2,1,0,0,B
2,139.5999541,5/11/19,4/20/19,E,43,1,0,0,B
2,111.2118278,5/14/19,4/23/19,E,73,1,0,1,B
3,102.2190623,5/14/19,4/23/19,H,3,1,0,0,B
6,188.3867274,5/15/19,4/24/19,F,12,1,1,0,B
1,187.3737067,5/16/19,4/25/19,E,31,0,0,1,B
6,111.0307319,5/16/19,4/25/19,A,22,1,1,0,B
1,303.8735457,5/17/19,4/26/19,F,1,0,0,0,B
2,251.7253788,5/18/19,4/27/19,H,35,1,0,0,B
8,111.7736327,5/19/19,4/28/19,E,34,1,0,0,B
10,118.2584538,5/21/19,4/30/19,E,22,1,1,0,B
1,306.530229,5/22/19,5/1/19,A,1,0,0,0,B
5,111.9982558,5/23/19,5/2/19,E,29,1,0,0,B
1,130.9536151,5/23/19,5/2/19,M,2,1,1,0,B
5,111.4116907,5/24/19,5/3/19,E,42,1,0,0,B
1,140.9082531,5/24/19,5/3/19,M,14,1,0,0,B
3,124.075985,5/27/19,5/6/19,E,18,1,0,0,B
1,114.735351,5/28/19,5/7/19,H,121,1,0,1,B
1,197.9601409,5/31/19,5/10/19,E,51,1,1,0,B
1,304.9273094,6/5/19,5/15/19,H,4,0,0,0,B
1,386.3623658,6/11/19,5/21/19,E,4,0,1,0,B
2,355.6384758,6/11/19,5/21/19,J,3,0,0,0,B
4,186.6234356,6/11/19,5/21/19,J,6,1,0,0,B
2,370.2641865,6/17/19,5/27/19,E,9,0,0,0,B
3,365.3635714,6/17/19,5/27/19,H,4,0,0,0,B
1,145.6538562,6/18/19,5/28/19,M,1,1,0,0,B
4,149.019605,6/19/19,5/29/19,H,13,1,0,0,B
2,100.7937827,6/24/19,6/3/19,J,39,1,0,0,B
2,159.6409087,6/24/19,6/3/19,H,2,1,0,0,B
1,100.3635587,6/27/19,6/6/19,E,140,1,0,0,B
1,98.58861774,6/27/19,6/6/19,J,51,1,0,0,B
4,88.08595619,6/28/19,6/7/19,F,76,1,0,0,B
3,95.89184892,6/28/19,6/7/19,J,26,1,0,0,B
1,109.4129821,6/29/19,6/8/19,H,95,1,0,1,B
2,90.00663967,6/30/19,6/9/19,F,59,1,1,0,B
1,130.3877112,7/1/19,6/10/19,E,41,1,0,0,B
1,129.4109658,7/3/19,6/12/19,J,7,1,0,0,B
1,128.787257,7/4/19,6/13/19,E,24,1,0,0,B
2,87.14780028,7/5/19,6/14/19,H,92,1,0,1,B
4,87.98456773,7/7/19,6/16/19,H,52,1,0,0,B
1,99.06317114,7/10/19,6/19/19,E,39,1,0,0,B
1,100.8668139,7/15/19,6/24/19,F,49,1,0,0,B
2,138.6634387,7/20/19,6/29/19,F,20,1,0,0,B
3,114.8328871,7/20/19,6/29/19,H,31,1,0,1,B
1,162.74045,6/22/18,6/1/18,F,1,1,0,0,B
2,202.2247102,6/27/18,6/6/18,E,3,0,0,0,B
1,144.4623027,6/29/18,6/8/18,E,1,1,0,0,B
1,133.5103043,7/2/18,6/11/18,H,4,1,0,0,B
2,115.999621,7/5/18,6/14/18,F,11,1,0,1,B
2,145.5563773,7/6/18,6/15/18,E,14,1,0,0,B
1,404.787728,7/8/18,6/17/18,F,1,1,0,0,B
1,136.1856817,7/8/18,6/17/18,F,8,1,0,1,B
1,135.1245917,7/12/18,6/21/18,H,14,1,0,0,B
1,301.2775295,7/13/18,6/22/18,F,1,1,0,1,B
2,100.2898764,7/24/18,7/3/18,E,30,1,0,0,B
2,100.2227002,7/24/18,7/3/18,A,3,1,0,0,B
3,134.6563867,7/26/18,7/5/18,A,8,1,0,0,B
2,342.0666097,8/2/18,7/12/18,J,3,0,0,0,B
1,301.1743076,8/8/18,7/18/18,H,3,0,1,0,B
2,394.5017721,8/9/18,7/19/18,J,2,1,0,0,B
1,186.7327945,8/16/18,7/26/18,E,5,1,0,0,B
1,464.7526107,8/20/18,7/30/18,E,2,0,0,1,B
3,138.5449128,8/21/18,7/31/18,E,49,0,0,0,B
4,162.0094683,8/22/18,8/1/18,F,23,1,0,0,B
1,246.5967634,8/22/18,8/1/18,J,1,1,0,0,B
5,120.8828494,8/26/18,8/5/18,E,20,1,0,0,B
4,96.9707629,8/26/18,8/5/18,H,22,1,0,0,B
2,448.0481802,8/27/18,8/6/18,E,3,0,0,0,B
2,245.6801538,8/27/18,8/6/18,J,8,1,0,0,B
1,356.6082251,8/27/18,8/6/18,M,1,0,0,0,B
1,359.0066859,8/27/18,8/6/18,H,1,0,0,1,B
3,293.6300623,9/5/18,8/15/18,H,3,0,0,0,B
1,390.1115507,9/10/18,8/20/18,A,3,0,0,0,B
3,134.8470948,9/11/18,8/21/18,H,15,1,0,1,B
2,147.7971431,9/14/18,8/24/18,M,20,1,0,0,B
1,434.4851171,9/17/18,8/27/18,F,1,0,0,0,B
3,117.0896832,9/29/18,9/8/18,E,34,1,1,0,B
1,137.9131153,10/1/18,9/10/18,E,18,1,0,0,B
2,100.2478655,10/2/18,9/11/18,A,13,1,0,0,B
2,469.9489369,10/9/18,9/18/18,J,2,0,0,0,B
4,114.2880013,10/13/18,9/22/18,A,21,1,0,0,B
4,105.498997,10/14/18,9/23/18,E,66,1,0,0,B
1,138.1568938,10/15/18,9/24/18,E,29,1,0,0,B
2,135.2464148,10/18/18,9/27/18,E,64,1,0,0,B
2,146.4847014,10/19/18,9/28/18,J,10,1,0,0,B
1,197.2999396,10/20/18,9/29/18,H,1,1,0,0,B
2,98.50486942,10/29/18,10/8/18,J,36,1,0,0,B
1,188.3904575,10/30/18,10/9/18,L,4,1,0,1,B
1,393.9673677,10/30/18,10/9/18,F,51,0,0,0,B
7,115.8005342,11/1/18,10/11/18,A,33,1,0,0,B
1,394.9031339,11/5/18,10/15/18,H,1,0,0,0,B
8,100.0030066,11/8/18,10/18/18,F,43,1,1,0,B
1,138.0229987,11/8/18,10/18/18,H,17,1,0,0,B
2,98.47979904,11/9/18,10/19/18,F,18,1,0,1,B
3,126.6121441,11/10/18,10/20/18,E,55,1,0,0,B
3,454.3418394,11/12/18,10/22/18,F,2,0,0,0,B
2,101.2614092,11/13/18,10/23/18,M,16,1,0,0,B
1,304.3675391,11/14/18,10/24/18,E,3,0,0,0,B
3,226.6437684,11/18/18,10/28/18,H,21,1,1,0,B
8,226.1971415,11/21/18,10/31/18,F,17,1,0,0,B
1,249.429371,11/22/18,11/1/18,J,9,1,0,0,B
1,152.6127972,12/5/18,11/14/18,M,19,1,0,0,B
3,255.7397669,12/8/18,11/17/18,J,64,1,0,1,B
3,338.3029127,12/8/18,11/17/18,H,6,0,0,0,B
1,335.6839567,12/11/18,11/20/18,H,5,1,1,0,B
2,394.8617564,12/18/18,11/27/18,F,2,0,0,0,B
1,305.2088292,12/20/18,11/29/18,F,23,0,0,0,B
1,188.6112289,12/30/18,12/9/18,E,23,1,0,0,B
4,153.7018855,12/31/18,12/10/18,H,20,1,0,0,B
3,370.9509664,1/2/19,12/12/18,J,3,1,0,0,B
1,245.5541081,1/2/19,12/12/18,A,3,1,0,0,B
5,190.7725768,1/4/19,12/14/18,H,44,1,0,0,B
1,137.9603909,1/8/19,12/18/18,J,1,1,0,0,B
8,115.3829546,1/8/19,12/18/18,H,29,1,0,0,B
2,380.4991939,1/14/19,12/24/18,E,12,0,1,0,B
1,395.2170135,1/14/19,12/24/18,A,4,0,0,0,B
2,136.224182,1/15/19,12/25/18,F,9,1,0,0,B
2,113.8647782,1/18/19,12/28/18,A,21,1,0,0,B
3,258.7074398,1/19/19,12/29/18,H,4,1,0,1,B
1,115.9343763,1/24/19,1/3/19,E,26,1,0,0,B
2,131.8141937,1/25/19,1/4/19,E,39,1,0,0,B
1,112.8622998,1/25/19,1/4/19,M,3,0,0,0,B
2,296.1327456,1/28/19,1/7/19,E,9,0,0,0,B
3,405.5456642,2/2/19,1/12/19,E,3,0,0,0,B
1,303.8599598,2/3/19,1/13/19,E,10,1,0,0,B
3,137.707049,2/5/19,1/15/19,E,16,1,0,0,B
1,396.2307787,2/20/19,1/30/19,J,2,0,0,0,B
1,304.7379464,2/20/19,1/30/19,A,1,0,0,0,B
2,131.4119332,2/22/19,2/1/19,M,34,1,0,1,B
1,186.9526466,2/24/19,2/3/19,F,2,1,0,0,B
3,249.4973233,2/25/19,2/4/19,H,8,1,0,0,B
1,115.6407423,2/28/19,2/7/19,J,3,1,0,0,B
1,186.7402723,2/28/19,2/7/19,H,5,1,0,0,B
2,199.526106,3/1/19,2/8/19,F,14,1,0,0,B
1,114.5549889,3/1/19,2/8/19,J,23,1,0,0,B
5,178.4749298,3/2/19,2/9/19,A,3,0,0,0,B
1,114.4156975,3/6/19,2/13/19,M,3,1,0,0,B
2,103.4169205,3/9/19,2/16/19,A,21,1,0,0,B
1,77.11528659,3/21/19,2/28/19,F,26,1,0,0,B
1,281.0862921,3/26/19,3/5/19,L,1,0,0,0,B
1,137.7437464,3/26/19,3/5/19,H,6,1,0,0,B
4,409.8212599,3/30/19,3/9/19,F,3,1,0,0,B
2,225.7887186,3/30/19,3/9/19,F,4,1,0,0,B
2,318.3554634,4/1/19,3/11/19,H,2,0,0,0,B
2,188.0401381,4/3/19,3/13/19,L,3,1,0,0,B
2,137.2220381,4/3/19,3/13/19,J,3,1,0,1,B
2,146.0557898,4/6/19,3/16/19,J,18,1,0,0,B
2,335.1601677,4/8/19,3/18/19,M,2,0,0,1,B
2,136.7874355,4/11/19,3/21/19,J,2,1,0,0,B
4,93.49598579,4/12/19,3/22/19,F,71,1,0,0,B
1,149.2085685,4/12/19,3/22/19,M,4,1,0,0,B
2,92.44283892,4/12/19,3/22/19,A,33,1,0,0,B
1,396.0120266,4/24/19,4/3/19,H,2,0,0,0,B
2,248.150223,4/25/19,4/4/19,J,2,1,0,0,B
2,257.6206461,4/27/19,4/6/19,H,14,1,0,0,B
1,188.0282043,5/1/19,4/10/19,E,27,1,0,0,B
1,279.3291779,5/1/19,4/10/19,J,2,1,0,0,B
1,135.9790955,5/2/19,4/11/19,M,6,1,0,0,B
1,197.4781889,5/4/19,4/13/19,M,3,1,0,0,B
2,383.1510862,5/6/19,4/15/19,E,6,0,1,0,B
1,129.2770097,5/8/19,4/17/19,H,4,1,0,1,B
3,141.5155702,5/10/19,4/19/19,F,3,1,1,0,B
9,520.6161179,5/13/19,4/22/19,E,5,0,1,0,B
2,415.531711,5/13/19,4/22/19,F,1,0,0,0,B
6,113.9427158,5/15/19,4/24/19,A,7,1,0,0,B
1,253.1913539,5/17/19,4/26/19,E,11,1,0,0,B
2,243.5253978,5/20/19,4/29/19,F,3,1,0,0,B
1,129.3817976,5/21/19,4/30/19,F,12,1,0,0,B
2,111.313711,5/30/19,5/9/19,J,5,1,0,0,B
5,111.6328021,5/30/19,5/9/19,H,25,1,0,0,B
5,311.0759238,6/1/19,5/11/19,H,8,0,0,0,B
4,187.6174247,6/3/19,5/13/19,E,40,1,0,0,B
1,327.0816254,6/3/19,5/13/19,H,3,0,0,0,B
2,113.6678368,6/11/19,5/21/19,A,33,1,1,0,B
3,187.9688514,6/13/19,5/23/19,E,55,1,1,0,B
7,225.0123969,6/16/19,5/26/19,E,12,1,0,0,B
2,353.1342225,6/17/19,5/27/19,F,5,0,0,0,B
4,111.1431286,6/23/19,6/2/19,F,12,0,0,0,B
2,89.15971934,6/25/19,6/4/19,F,52,1,0,0,B
3,111.3174906,6/28/19,6/7/19,M,18,1,0,0,B
1,186.9512912,7/1/19,6/10/19,F,3,1,0,0,B
1,302.5772432,7/2/19,6/11/19,F,1,0,0,0,B
5,87.46655739,7/6/19,6/15/19,J,24,1,0,0,B
3,95.32523786,7/6/19,6/15/19,H,59,1,0,0,B
2,128.7553424,7/8/19,6/17/19,E,6,0,0,0,B
2,129.6008949,7/8/19,6/17/19,F,16,1,1,0,B
1,98.62077118,7/9/19,6/18/19,A,8,1,1,0,B
1,100.6656072,7/11/19,6/20/19,J,16,1,0,0,B
1,187.9450748,7/12/19,6/21/19,L,4,1,0,0,B
